id,slice,x,y,throughput(Kbps),allocatedCell
284,4,44,51,1361,0
285,1,4,57,182,0
286,3,61,27,2935,0
287,1,10,11,89,0
288,3,91,84,45482,0
289,2,13,4,31,0
290,1,93,9,98,0
291,3,3,73,8357,0
292,2,75,35,171,0
293,1,94,54,146,0
294,1,84,69,140,0
295,4,40,92,7320,0
296,3,30,59,55603,0
297,1,56,11,185,0
298,1,60,14,141,0
299,1,21,23,171,0
300,2,22,24,71,0
301,3,5,29,51480,0
302,1,92,13,141,0
303,1,50,7,129,0
304,3,53,33,50213,0
305,2,62,82,241,0
306,2,1,94,100,0
307,3,66,34,50195,0
308,4,90,91,5141,0
309,4,78,89,6560,0
310,3,31,85,22233,0
311,1,67,49,88,0
312,3,67,50,11477,0
313,1,39,58,90,0
314,4,74,78,4031,0
315,3,18,14,41172,0
316,1,30,57,188,0
317,1,42,92,155,0
318,3,57,55,20425,0
319,3,55,78,52268,0
320,4,57,99,6345,0
321,3,15,92,57599,0
322,2,88,85,210,0
323,2,85,29,202,0
324,3,27,19,78702,0
325,2,94,60,148,0
326,3,47,19,83669,0
327,1,59,27,86,0
328,3,25,31,57264,0
329,3,42,4,60440,0
330,4,70,89,4645,0
331,4,2,19,7914,0
332,2,91,1,285,0
333,3,73,23,42254,0
334,1,75,44,195,0
335,3,35,21,25157,0
336,3,46,81,29112,0
337,2,60,83,43,0
338,1,77,13,96,0
339,1,46,81,127,0
340,4,95,56,1891,0
341,3,38,19,58633,0
342,4,76,5,2029,0
343,1,75,85,189,0
344,3,88,71,43152,0
345,1,27,16,170,0
346,1,11,23,139,0
347,1,67,53,183,0
348,3,89,6,15446,0
349,3,10,30,86687,0
350,3,88,92,38628,0
351,1,81,4,95,0
352,1,89,85,90,0
353,3,11,16,8740,0
354,4,78,61,2441,0
355,1,46,99,86,0
356,2,19,39,64,0
357,1,38,35,170,0
358,4,77,89,5667,0
359,3,10,68,3972,0
360,3,26,87,11397,0
361,3,65,13,62365,0
362,1,64,60,181,0
363,3,85,18,85424,0
364,1,50,5,144,0
365,3,79,51,26284,0
366,3,55,77,6476,0
367,2,39,80,39,0
368,4,89,88,6612,0
369,2,54,79,277,0
370,4,71,71,4827,0
371,2,65,14,204,0
372,3,5,26,74630,0
373,1,24,99,179,0
374,4,80,47,5456,0
375,4,91,0,1009,0
376,1,50,97,119,0
377,3,61,19,33556,0
378,3,99,24,79542,0
379,4,84,3,4475,0
380,2,78,13,147,0
381,1,65,23,114,0
382,4,20,88,6108,0
383,3,12,83,63580,0
384,3,35,8,45637,0
385,2,30,60,244,0
386,2,25,65,218,0
387,3,81,73,9273,0
388,1,11,73,157,0
389,4,9,54,7758,0
390,3,95,21,14996,0
391,1,51,83,171,0
392,1,74,18,109,0
393,4,36,30,3618,0
394,3,13,41,72375,0
395,2,43,60,104,0
396,2,85,48,42,0
397,3,29,32,34870,0
398,1,80,63,119,0
399,2,38,6,55,0
400,4,26,83,1260,0
401,1,22,20,87,0
402,1,91,20,137,0
403,1,76,22,179,0
404,3,0,71,36594,0
405,3,46,65,85436,0
406,1,72,84,153,0
407,1,35,86,100,0
408,4,75,63,1804,0
409,4,78,77,5393,0
410,3,14,58,25608,0
411,4,80,59,4538,0
412,1,75,12,112,0
413,2,31,97,38,0
414,1,63,14,200,0
415,2,49,3,114,0
416,3,47,82,2003,0
417,4,23,19,5779,0
418,2,70,15,139,0
419,2,7,89,35,0
420,4,58,34,4048,0
421,3,10,90,50724,0
422,4,12,28,5035,0
423,3,95,17,51047,0
424,1,75,36,154,0
425,1,81,87,111,0
426,1,57,14,98,0
427,1,69,24,194,0
428,1,66,31,105,0
429,3,36,55,20472,0
430,3,89,45,30963,0
431,1,90,9,193,0
432,1,90,52,108,0
433,1,93,50,181,0
434,4,27,21,1502,0
435,1,54,83,99,0
436,2,59,38,128,0
437,3,15,67,76883,0
438,1,93,92,128,0
439,1,80,55,107,0
440,4,39,97,7281,0
441,1,53,36,99,0
442,2,90,66,275,0
443,4,86,22,7221,0
444,3,41,12,86655,0
445,4,48,74,1731,0
446,2,77,29,249,0
447,4,75,12,1993,0
448,1,21,46,133,0
449,3,36,27,12884,0
450,4,3,87,5668,0
451,3,29,9,34022,0
452,4,6,71,4638,0
453,4,4,37,4688,0
454,1,89,40,181,0
455,2,24,64,124,0
456,1,9,79,159,0
457,4,5,83,3140,0
458,2,56,35,126,0
459,1,87,41,140,0
460,1,8,55,162,0
461,3,36,18,69461,0
462,3,92,70,82265,0
463,4,67,39,7482,0
464,1,54,29,136,0
465,1,19,82,146,0
466,4,33,68,2501,0
467,3,97,13,18149,0
468,2,1,69,149,0
469,2,94,37,284,0
470,4,21,62,6831,0
471,1,15,42,165,0
472,1,40,66,169,0
473,2,99,83,215,0
474,2,0,27,45,0
475,4,52,0,1937,0
476,1,44,73,115,0
477,3,66,50,45353,0
478,1,82,75,146,0
479,2,98,83,143,0
480,4,3,80,4043,0
481,1,23,70,105,0
482,2,79,94,222,0
483,1,49,63,146,0
484,2,55,2,48,0
485,2,89,41,155,0
486,3,45,52,8347,0
487,3,95,99,14485,0
488,3,62,51,71146,0
489,4,58,26,1269,0
490,2,69,91,176,0
491,3,52,26,73799,0
492,1,52,7,192,0
493,3,7,90,71289,0
494,3,51,70,19040,0
495,4,97,53,5478,0
496,3,6,8,70970,0
497,1,7,73,92,0
498,3,75,88,46801,0
499,2,9,78,62,0
500,1,72,54,135,0
501,1,84,58,117,0
502,2,88,31,66,0
503,4,68,82,3544,0
504,4,58,87,3976,0
505,1,10,32,95,0
506,4,41,58,5083,0
507,2,23,14,184,0
508,4,76,9,5723,0
509,3,84,20,21766,0
510,4,30,5,6375,0
511,4,83,12,7193,0
512,4,40,88,3051,0
513,3,14,26,11302,0
514,4,3,69,7567,0
515,4,13,33,7911,0
516,4,43,59,5827,0
517,4,57,36,5505,0
518,1,77,19,108,0
519,4,74,72,2594,0
520,4,30,74,2699,0
521,1,96,66,95,0
522,4,94,6,4226,0
523,4,56,78,5588,0
524,2,87,56,300,0
525,1,41,21,141,0
526,1,68,36,93,0
527,4,76,30,3499,0
528,1,61,9,94,0
529,3,15,50,54385,0
530,4,26,61,1056,0
531,3,50,14,60955,0
532,2,51,80,120,0
533,4,64,44,4053,0
534,1,44,2,190,0
535,2,56,18,291,0
536,2,47,78,196,0
537,1,0,17,91,0
538,4,40,35,1329,0
539,4,77,62,4101,0
540,4,78,72,5622,0
541,2,32,84,117,0
542,2,94,67,269,0
543,2,60,8,148,0
544,3,86,53,86879,0
545,2,86,18,91,0
546,1,18,13,122,0
547,3,47,60,9219,0
548,3,55,13,30296,0
549,2,32,66,171,0
550,2,99,18,277,0
551,4,77,12,3840,0
552,1,31,31,164,0
553,1,36,69,119,0
554,4,21,63,6897,0
555,4,79,44,4969,0
556,3,9,5,85848,0
557,2,28,13,227,0
558,3,95,32,71058,0
559,4,64,25,3938,0
560,3,74,59,25545,0
561,1,76,60,105,0
562,4,4,33,6253,0
563,1,9,26,135,0
564,2,71,67,234,0
565,3,3,35,45622,0
566,1,19,5,168,0
567,2,42,19,103,0
568,3,56,36,29186,0
569,2,58,94,244,0
570,3,96,5,32868,0
571,3,4,19,46004,0
572,4,59,51,7061,0
573,3,22,57,70664,0
574,1,27,29,147,0
575,4,31,44,6760,0
576,2,31,26,266,0
577,2,97,45,109,0
578,1,85,58,138,0
579,2,10,98,257,0
580,4,19,84,5676,0
581,3,85,66,86936,0
582,1,51,33,136,0
583,4,38,23,4264,0
584,3,40,50,25776,0
585,3,75,50,82445,0
586,4,67,60,2380,0
587,2,4,16,294,0
588,2,10,0,217,0
589,1,46,65,162,0
590,3,20,94,15691,0
591,2,84,40,71,0
592,2,55,28,142,0
593,4,13,60,1606,0
594,4,94,16,7253,0
595,2,32,30,97,0
596,2,49,22,174,0
597,1,34,13,192,0
598,4,97,20,2859,0
599,1,3,91,111,0
600,2,6,1,146,0
601,2,23,2,99,0
602,1,87,24,132,0
603,2,43,25,78,0
604,2,68,36,224,0
605,3,54,71,58382,0
606,4,51,10,7560,0
607,4,4,47,5050,0
608,1,79,87,194,0
609,4,93,64,7141,0
610,2,95,6,140,0
611,2,87,69,127,0
612,1,22,45,163,0
613,2,41,36,88,0
614,4,95,46,6201,0
615,2,78,69,140,0
616,3,70,6,67741,0
617,3,14,22,48572,0
618,1,47,15,187,0
619,1,68,40,135,0
620,4,8,34,7745,0
621,3,18,88,17001,0
622,2,88,44,127,0
623,1,18,55,165,0
624,2,69,85,253,0
625,3,33,12,17254,0
626,2,87,68,154,0
627,3,68,72,20122,0
628,4,69,70,6062,0
629,4,5,99,7909,0
630,3,54,74,80588,0
631,1,17,82,183,0
632,4,78,6,2977,0
633,4,56,22,6284,0
634,3,22,83,71815,0
635,1,18,29,115,0
636,1,9,90,131,0
637,4,86,30,7179,0
638,3,96,68,87246,0
639,1,99,29,195,0
640,2,4,12,189,0
641,4,42,99,2086,0
642,1,4,53,102,0
643,2,9,13,181,0
644,4,16,52,7474,0
645,1,46,11,92,0
646,3,81,1,69892,0
647,1,87,12,118,0
648,2,85,67,246,0
649,3,32,45,70266,0
650,1,81,34,102,0
651,4,41,39,1452,0
652,2,64,64,180,0
653,2,65,29,180,0
654,3,58,28,19749,0
655,2,13,97,147,0
656,2,5,81,98,0
657,2,15,18,101,0
658,3,28,37,7820,0
659,4,52,62,4871,0
660,3,48,16,69676,0
661,3,32,45,4484,0
662,4,39,22,7081,0
663,2,48,6,71,0
664,3,26,5,78604,0
665,3,89,41,12958,0
666,3,95,84,21509,0
667,2,64,61,110,0
668,2,82,90,53,0
669,3,71,75,32060,0
670,3,36,39,47930,0
671,1,7,39,163,0
672,2,63,59,53,0
673,1,82,19,130,0
674,3,41,30,71587,0
675,2,21,51,265,0
676,4,88,62,1366,0
677,1,83,30,180,0
678,4,66,36,2924,0
679,1,16,31,93,0
680,2,63,22,103,0
681,2,6,43,68,0
682,1,28,12,145,0
683,3,52,81,45432,0
684,1,73,81,164,0
685,1,14,96,179,0
686,2,42,35,295,0
687,3,0,74,77162,0
688,1,40,66,191,0
689,1,64,2,155,0
690,1,61,60,108,0
691,1,89,94,160,0
692,1,40,86,123,0
693,1,78,59,169,0
694,4,96,30,5915,0
695,1,66,18,97,0
696,4,3,45,7235,0
697,4,53,19,4698,0
698,2,94,14,65,0
699,1,11,20,155,0
700,4,17,33,3792,0
701,3,11,46,16360,0
702,3,51,95,33735,0
703,2,44,99,197,0
704,2,38,34,149,0
705,2,17,30,295,0
706,1,15,70,120,0
707,4,20,16,4577,0
708,3,13,26,45428,0
709,3,70,52,6513,0
710,3,15,37,72766,0
711,1,68,60,176,0
712,1,96,90,110,0
713,4,19,98,4946,0
714,1,9,62,194,0
715,1,81,32,104,0
716,4,16,6,1925,0
717,3,40,13,69787,0
718,4,0,17,3706,0
719,3,79,81,8986,0
720,2,9,79,51,0
721,2,99,28,290,0
722,3,26,3,29824,0
723,3,95,8,23722,0
724,3,10,23,54174,0
725,3,20,53,54049,0
726,3,65,30,4685,0
727,2,21,57,164,0
728,2,4,74,203,0
729,1,23,68,155,0
730,3,16,43,70250,0
731,2,47,5,78,0
732,4,76,60,3666,0
733,3,33,60,74985,0
734,2,56,52,160,0
735,1,87,80,174,0
736,2,5,80,296,0
737,4,93,81,2393,0
738,3,49,92,63596,0
739,3,29,94,28308,0
740,2,22,92,235,0
741,4,69,28,7285,0
742,3,9,93,13117,0
743,1,3,49,130,0
744,1,11,96,151,0
745,4,13,38,4827,0
746,2,47,74,243,0
747,4,58,76,2175,0
748,1,27,62,175,0
749,2,34,91,149,0
750,2,34,84,231,0
751,3,40,41,42327,0
752,4,15,70,1930,0
753,3,62,43,38662,0
754,4,8,37,3833,0
755,1,70,19,157,0
756,2,10,15,184,0
757,4,1,29,6161,0
758,3,35,85,76603,0
759,4,96,75,5947,0
760,4,75,6,4195,0
761,3,43,78,69291,0
762,4,82,67,5869,0
763,2,60,71,138,0
764,4,85,49,6546,0
765,4,15,8,7093,0
766,2,63,97,298,0
767,4,24,9,4304,0
768,4,96,87,7428,0
769,3,93,96,47355,0
770,2,17,89,139,0
771,3,1,34,54825,0
772,4,36,3,3715,0
773,4,3,25,2191,0
774,4,13,25,3604,0
775,1,50,62,86,0
776,4,41,64,6586,0
777,2,96,96,271,0
778,1,85,49,88,0
779,2,29,31,201,0
780,1,72,69,106,0
781,2,80,2,139,0
782,1,38,91,140,0
783,1,51,22,199,0
784,1,60,96,185,0
785,3,16,14,72191,0
786,4,71,23,5458,0
787,3,31,49,16911,0
788,1,88,21,98,0
789,2,82,93,145,0
790,2,50,66,69,0
791,1,64,72,166,0
792,1,50,12,125,0
793,3,31,60,31839,0
794,1,58,13,93,0
795,4,62,53,2267,0
796,4,9,57,3243,0
797,2,99,43,74,0
798,3,25,38,45415,0
799,3,37,27,66726,0
800,3,24,84,82561,0
801,1,28,88,156,0
802,4,41,73,1272,0
803,3,37,72,3797,0
804,2,2,3,141,0
805,2,21,17,159,0
806,2,48,99,69,0
807,2,89,52,241,0
808,2,31,56,101,0
809,3,93,77,73924,0
810,1,7,26,146,0
811,1,55,4,96,0
812,3,85,43,49026,0
813,2,52,48,128,0
814,3,18,61,30372,0
815,3,87,17,73234,0
816,4,85,60,6847,0
817,3,64,47,70848,0
818,1,98,8,118,0
819,2,24,22,131,0
820,4,83,76,7032,0
821,2,42,4,78,0
822,4,49,81,5541,0
823,1,29,68,99,0
824,1,52,88,178,0
825,4,35,9,6975,0
826,3,35,84,28527,0
827,2,14,89,216,0
828,1,35,61,174,0
829,3,5,23,15412,0
830,3,0,89,83314,0
831,4,10,67,2903,0
832,4,82,24,7496,0
833,2,52,1,126,0
834,3,60,41,20429,0
835,1,49,5,132,0
836,2,87,42,294,0
837,4,63,15,2047,0
838,4,3,53,4429,0
839,3,68,76,70968,0
840,1,20,49,155,0
841,2,30,79,250,0
842,4,31,6,6584,0
843,3,33,64,25940,0
844,2,41,79,83,0
845,4,72,85,6579,0
846,3,30,85,63488,0
847,2,17,35,283,0
848,3,67,63,82659,0
849,2,47,29,129,0
850,3,82,69,5553,0
851,1,89,78,167,0
852,2,35,17,222,0
853,4,97,92,2916,0
854,3,90,81,53482,0
855,1,70,77,151,0
856,3,83,68,16868,0
857,3,64,60,2151,0
858,1,22,87,121,0
859,2,51,80,292,0
860,3,21,61,75893,0
861,1,3,7,162,0
862,1,60,7,177,0
863,2,64,31,293,0
864,3,22,83,70720,0
865,4,69,27,7495,0
866,4,98,60,7329,0
867,4,85,71,7632,0
868,4,67,41,4240,0
869,2,5,40,297,0
870,3,98,42,45846,0
871,2,13,16,244,0
872,2,56,88,95,0
873,3,83,83,47773,0
874,4,94,58,4885,0
875,1,50,61,172,0
876,3,19,90,59402,0
877,3,75,53,21249,0
878,1,25,84,86,0
879,4,42,24,6252,0
880,3,65,62,36090,0
881,2,60,33,111,0
882,1,24,84,98,0
883,1,21,49,154,0
884,4,81,53,7123,0
885,4,20,8,6329,0
886,4,19,60,1613,0
887,2,89,83,85,0
888,4,84,80,4633,0
889,3,29,95,82438,0
890,1,71,14,182,0
891,2,63,87,48,0
892,2,60,2,230,0
893,4,98,10,1190,0
894,4,20,49,4533,0
895,1,93,61,120,0
896,3,41,43,64078,0
897,2,8,45,92,0
898,1,19,83,173,0
899,1,15,89,101,0
900,3,29,11,55032,0
901,1,44,52,118,0
902,1,2,1,183,0
903,3,28,7,88348,0
904,4,81,95,6804,0
905,1,87,64,155,0
906,3,13,85,34432,0
907,2,1,93,38,0
908,3,70,13,58425,0
909,2,87,18,237,0
910,1,69,35,182,0
911,3,32,34,75027,0
912,1,78,57,197,0
913,2,2,51,69,0
914,2,54,97,193,0
915,3,71,30,85172,0
916,1,38,75,99,0
917,4,21,18,5899,0
918,1,56,63,173,0
919,1,4,2,182,0
920,4,77,64,5624,0
921,4,35,78,7776,0
922,3,0,59,3907,0
923,3,16,44,75270,0
924,2,54,49,298,0
925,2,21,73,131,0
926,4,14,15,5807,0
927,3,39,70,34220,0
928,4,63,7,6730,0
929,2,73,31,187,0
930,4,51,12,5185,0
931,2,54,21,276,0
932,3,67,18,66319,0
933,2,35,15,279,0
934,2,61,85,283,0
935,3,65,78,33320,0
936,1,24,5,189,0
937,4,15,17,3451,0
938,2,85,38,146,0
939,3,55,16,51525,0
940,2,53,64,175,0
941,1,19,56,143,0
942,4,9,37,2543,0
943,3,98,82,39517,0
944,4,95,56,2011,0
945,4,50,31,6892,0
946,4,92,25,6623,0
947,3,0,51,27253,0
948,1,75,7,200,0
949,1,89,57,91,0
950,4,89,66,4223,0
951,4,92,38,5339,0
952,2,93,54,128,0
953,4,23,55,5627,0
954,4,2,38,3645,0
955,4,43,48,3861,0
956,2,20,78,227,0
957,2,65,76,273,0
958,3,18,38,86221,0
959,2,22,84,51,0
960,1,26,82,117,0
961,2,15,25,102,0
962,4,13,16,2967,0
963,2,9,19,100,0
964,2,75,45,159,0
965,2,36,9,187,0
966,3,46,82,27194,0
967,2,98,15,122,0
968,2,41,36,46,0
969,4,77,75,3085,0
970,4,8,72,4835,0
971,4,79,29,6018,0
972,4,13,21,5856,0
973,1,63,46,189,0
974,4,45,3,4901,0
975,3,14,95,21125,0
976,2,52,14,226,0
977,2,49,39,235,0
978,2,42,16,72,0
979,2,48,30,271,0
980,1,84,96,111,0
981,1,52,63,155,0
982,1,20,52,94,0
983,1,79,16,94,0
984,4,21,92,4734,0
985,1,78,76,124,0
986,4,86,64,6663,0
987,3,40,35,62107,0
988,4,3,75,5427,0
989,3,16,99,22502,0
990,3,77,56,25339,0
991,1,25,46,103,0
992,1,74,10,191,0
993,3,65,8,66564,0
994,2,10,62,143,0
995,2,14,72,115,0
996,4,42,95,3122,0
997,1,39,19,180,0
998,1,90,72,147,0
999,3,83,85,28667,0
1000,1,50,15,167,0
